id,course_code,mid_score,mid_participation_score,mid_lab_score,final_grade,sex,age,address,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,activities,higher,health,wassce
Stu190,FRN101,5.87,1.58,2.47,B,female,37,urban,primary education,higher education,teacher,other,course,mother,> 1hour,< 2hours,yes,yes,9,51
Stu191,IT102,11.12,0.3,3.81,A+,female,29,rural,secondary education,none,teacher,teacher,reputation,father,30mins - 1 hour,< 2hours,no,no,2,43
Stu192,ACCT101,0.09,3.32,0.86,F,male,25,urban,higher education,secondary education,civil,teacher,reputation,father,30mins - 1 hour,2-5 hours,no,yes,1,28
Stu193,FRN101,3.64,3.97,1.04,D,male,51,rural,primary education,none,at home,civil,reputation,mother,15-30 mins,5-10 hours,no,yes,7,43
Stu194,ENG101,0.06,0.72,1.59,F,male,29,urban,junior high,none,other,health,other,other,30mins - 1 hour,2-5 hours,no,yes,10,14
Stu195,ACCT101,14.93,2.15,2.18,A+,female,34,rural,higher education,primary education,at home,civil,course,other,1-15 mins,>10 hours,no,no,1,43
Stu196,CS103,17.11,3.11,3.02,A+,female,27,rural,secondary education,junior high,other,teacher,home,mother,15-30 mins,>10 hours,no,no,8,53
Stu197,CS102,6.2,2.92,3.74,A,male,38,rural,junior high,secondary education,at home,health,other,other,> 1hour,>10 hours,no,yes,5,35
Stu198,FRN101,12.67,0.73,0.39,A-,female,26,rural,secondary education,secondary education,other,other,reputation,mother,1-15 mins,>10 hours,no,no,4,40
Stu199,ACCT101,1.44,1.66,4.9,B,female,21,rural,primary education,secondary education,other,health,course,other,> 1hour,2-5 hours,no,no,1,17
Stu200,IT102,14.14,4.44,1.27,A+,female,54,rural,higher education,none,teacher,health,course,father,> 1hour,>10 hours,no,yes,3,18
Stu201,FRN101,4.19,1.89,4.49,A-,female,22,rural,junior high,none,teacher,health,course,father,> 1hour,< 2hours,yes,no,2,15
Stu202,CS102,16.04,4.37,1.4,A+,female,42,urban,primary education,none,civil,teacher,course,other,15-30 mins,5-10 hours,no,yes,10,38
Stu203,ACCT101,6.76,3.08,3.59,A,female,20,urban,none,secondary education,at home,teacher,course,father,> 1hour,>10 hours,no,yes,5,22
Stu204,IT102,7.36,2.77,4.62,A+,female,26,rural,primary education,none,teacher,teacher,other,other,30mins - 1 hour,5-10 hours,no,no,7,16
Stu205,IT102,2.03,1.45,2.86,C,female,41,rural,junior high,junior high,teacher,civil,course,mother,30mins - 1 hour,5-10 hours,no,no,10,23
Stu206,CS102,13.74,1.52,4.8,A+,female,32,urban,junior high,primary education,teacher,health,course,father,15-30 mins,>10 hours,yes,yes,4,11
Stu207,ACCT101,7.83,4.48,1.85,B+,female,45,urban,secondary education,none,health,teacher,course,father,1-15 mins,< 2hours,no,no,1,37
Stu208,UFS101,7.73,2.46,1.37,B-,female,48,rural,primary education,junior high,at home,at home,other,father,15-30 mins,5-10 hours,yes,no,1,13
Stu209,IT102,6.62,3.7,2.64,B+,male,51,rural,primary education,junior high,civil,other,reputation,father,30mins - 1 hour,5-10 hours,no,no,10,14
Stu210,UFS101,14.26,1.38,4.24,A+,female,40,rural,none,junior high,other,other,home,father,> 1hour,5-10 hours,no,yes,2,45
Stu211,UFS101,3.92,2.71,1.14,D,female,47,urban,secondary education,higher education,civil,health,course,other,30mins - 1 hour,>10 hours,no,no,4,29
Stu212,CS102,7.36,2.23,1.2,B-,male,18,rural,junior high,junior high,teacher,civil,reputation,father,15-30 mins,2-5 hours,yes,yes,9,29
Stu213,ENG101,11.21,1.73,2.24,A+,female,24,rural,junior high,none,civil,health,other,father,1-15 mins,2-5 hours,no,yes,3,46
Stu214,CS103,12.33,3.64,4.37,A+,male,52,urban,primary education,higher education,other,other,course,mother,15-30 mins,< 2hours,no,no,5,30
Stu215,IT102,6.36,1.78,0.45,C-,female,28,urban,secondary education,none,health,health,home,mother,1-15 mins,< 2hours,no,no,8,26
Stu216,ENG101,8.72,3.88,3.08,A+,female,51,urban,higher education,none,health,other,other,father,15-30 mins,< 2hours,no,yes,9,47
Stu217,ENG101,10.49,3.02,3.82,A+,female,59,rural,primary education,secondary education,civil,other,course,mother,> 1hour,< 2hours,yes,no,2,13
Stu218,FRN101,14.54,0.26,2.25,A+,female,48,urban,junior high,junior high,other,at home,reputation,mother,1-15 mins,2-5 hours,no,yes,2,34
Stu219,CS102,12.29,2.61,1.72,A+,female,50,urban,none,none,teacher,civil,other,mother,> 1hour,5-10 hours,no,no,4,29
Stu220,ACCT101,0.63,2.42,3.01,C-,female,22,rural,higher education,secondary education,at home,health,home,other,1-15 mins,>10 hours,no,yes,7,48
Stu221,UFS101,13.23,2.83,4.27,A+,female,29,urban,secondary education,none,health,teacher,other,other,15-30 mins,< 2hours,yes,yes,10,18
Stu222,ENG101,7.36,1.93,4.25,A+,female,25,rural,higher education,none,health,health,home,father,> 1hour,2-5 hours,yes,no,4,8
Stu223,ACCT101,7.08,0.75,2.24,B+,male,19,urban,secondary education,junior high,at home,civil,other,mother,15-30 mins,>10 hours,yes,no,1,21
Stu224,FRN101,15.04,3.12,0.07,A+,female,56,rural,higher education,primary education,civil,civil,other,other,> 1hour,< 2hours,no,no,7,52
Stu225,FRN101,16.69,2.23,0.39,A+,female,45,rural,junior high,none,civil,civil,other,father,30mins - 1 hour,5-10 hours,no,yes,5,47
Stu226,CS103,8.83,0.5,1.7,B+,male,22,rural,primary education,secondary education,at home,health,reputation,mother,15-30 mins,>10 hours,no,yes,1,30
Stu227,ACCT101,0.13,0.68,2.74,D,male,60,urban,secondary education,higher education,other,at home,reputation,father,1-15 mins,>10 hours,no,yes,3,51
Stu228,CS102,0.71,2.16,3.99,C+,female,23,urban,primary education,junior high,at home,teacher,course,father,15-30 mins,< 2hours,no,yes,5,27
Stu229,CS103,13.13,2.92,0.99,A+,male,35,rural,secondary education,junior high,other,teacher,other,father,30mins - 1 hour,>10 hours,no,yes,1,39
Stu230,ACCT101,9.36,1.33,1.74,A-,male,52,urban,higher education,secondary education,teacher,health,reputation,other,1-15 mins,5-10 hours,no,yes,5,52
Stu231,CS103,0.51,1.85,1.52,F,female,37,rural,higher education,junior high,at home,other,reputation,mother,30mins - 1 hour,5-10 hours,yes,no,5,37
Stu232,CS103,11.99,3.66,3.47,A+,female,50,urban,junior high,higher education,health,at home,other,father,1-15 mins,5-10 hours,yes,no,4,26
Stu233,UFS101,13.83,0.9,2.89,A+,male,50,rural,junior high,junior high,teacher,civil,home,father,1-15 mins,< 2hours,no,no,2,39
Stu234,FRN101,10.03,0.27,2.47,A+,male,38,urban,higher education,primary education,other,teacher,course,mother,> 1hour,5-10 hours,yes,no,10,32
Stu235,ENG101,15.55,0.2,3.83,A+,female,39,rural,junior high,primary education,health,at home,other,other,15-30 mins,< 2hours,no,no,8,49
Stu236,CS103,4.3,4.48,3.94,B+,male,27,rural,primary education,higher education,teacher,health,home,other,1-15 mins,5-10 hours,yes,yes,6,43
Stu237,CS102,13.65,2.8,3.11,A+,male,44,rural,primary education,higher education,teacher,other,home,mother,15-30 mins,>10 hours,yes,yes,10,36
Stu238,ACCT101,8.51,0.25,3.37,A+,male,43,rural,junior high,secondary education,civil,at home,course,mother,15-30 mins,2-5 hours,no,no,2,13
Stu239,FRN101,10.71,4.44,3.54,A+,female,40,rural,junior high,primary education,civil,teacher,home,father,> 1hour,2-5 hours,yes,no,7,46
Stu240,ACCT101,1.28,3.28,3.72,C+,female,44,urban,none,junior high,health,teacher,reputation,other,1-15 mins,>10 hours,yes,yes,4,27
Stu241,CS102,0.43,2.04,2.51,E,female,17,rural,junior high,higher education,teacher,at home,home,other,1-15 mins,< 2hours,no,no,10,18
Stu242,CS103,4.59,4.2,2.39,C+,male,40,urban,primary education,junior high,at home,health,reputation,father,> 1hour,5-10 hours,no,no,2,39
Stu243,FRN101,1.67,3.58,4.5,B,male,56,rural,higher education,secondary education,at home,civil,home,mother,15-30 mins,5-10 hours,yes,no,10,14
Stu244,UFS101,12.01,4.12,0.18,B+,female,50,rural,higher education,secondary education,at home,civil,course,father,1-15 mins,< 2hours,yes,no,6,39
Stu245,UFS101,8.01,2.55,4.04,A+,female,42,rural,higher education,none,other,civil,other,other,> 1hour,2-5 hours,yes,yes,5,17
Stu246,UFS101,13.24,2.0,2.67,A+,male,52,urban,secondary education,none,health,health,other,other,1-15 mins,>10 hours,yes,yes,7,23
Stu247,CS102,7.14,1.79,0.48,C,male,22,rural,primary education,higher education,civil,teacher,other,mother,> 1hour,< 2hours,no,no,1,21
Stu248,ACCT101,4.86,4.94,1.79,C,female,33,rural,higher education,primary education,at home,civil,reputation,other,> 1hour,< 2hours,yes,no,2,44
Stu249,FRN101,1.45,2.05,2.39,D,male,20,urban,none,secondary education,civil,health,reputation,mother,15-30 mins,>10 hours,no,no,8,24
Stu250,CS103,3.68,3.19,3.58,B,male,60,urban,primary education,primary education,teacher,at home,home,father,1-15 mins,< 2hours,no,yes,1,36
Stu251,UFS101,10.75,3.13,3.35,A+,female,51,rural,none,secondary education,teacher,at home,home,father,> 1hour,< 2hours,yes,no,4,49
Stu252,ENG101,11.67,3.69,0.98,A,male,34,rural,junior high,primary education,civil,other,course,other,30mins - 1 hour,5-10 hours,no,no,7,47
Stu253,IT102,3.87,2.64,3.03,B-,male,35,rural,higher education,junior high,health,at home,reputation,mother,15-30 mins,< 2hours,yes,yes,3,28
Stu254,UFS101,7.54,1.42,0.91,C+,female,58,rural,none,secondary education,health,health,other,father,30mins - 1 hour,>10 hours,no,yes,3,9
Stu255,IT102,1.27,0.01,0.25,F,female,37,rural,primary education,primary education,at home,civil,reputation,other,15-30 mins,< 2hours,no,no,6,32
Stu256,ACCT101,11.61,4.84,3.2,A+,female,26,rural,junior high,primary education,civil,other,reputation,father,> 1hour,5-10 hours,no,yes,5,32
Stu257,UFS101,10.42,2.84,3.63,A+,female,56,urban,junior high,primary education,at home,civil,course,other,30mins - 1 hour,2-5 hours,yes,no,5,45
Stu258,FRN101,3.32,1.98,0.85,E,male,18,rural,higher education,primary education,teacher,civil,reputation,father,> 1hour,>10 hours,no,no,6,31
Stu259,UFS101,13.18,2.46,0.73,A+,female,40,urban,none,secondary education,teacher,civil,reputation,father,> 1hour,< 2hours,yes,yes,4,9
Stu260,ACCT101,1.4,1.7,4.47,B-,female,24,urban,primary education,none,other,at home,home,other,30mins - 1 hour,>10 hours,no,no,3,34
Stu261,CS102,14.89,3.3,4.2,A+,male,27,urban,junior high,primary education,teacher,civil,reputation,mother,> 1hour,< 2hours,no,no,8,41
Stu262,ACCT101,5.06,0.74,0.8,C-,male,60,urban,higher education,secondary education,health,teacher,reputation,other,30mins - 1 hour,5-10 hours,yes,no,5,24
Stu263,CS103,12.21,1.41,0.85,A,male,30,urban,secondary education,secondary education,teacher,teacher,other,father,15-30 mins,5-10 hours,no,no,4,28
Stu264,CS102,4.62,2.08,4.09,A-,female,60,rural,higher education,secondary education,other,at home,reputation,mother,15-30 mins,2-5 hours,yes,yes,3,29
Stu265,CS102,0.03,0.73,0.41,F,female,41,rural,none,secondary education,other,health,other,father,30mins - 1 hour,5-10 hours,yes,yes,8,36
Stu266,IT102,2.93,3.12,0.68,F,female,23,urban,junior high,higher education,teacher,other,home,father,> 1hour,< 2hours,no,no,1,16
Stu267,ENG101,5.52,3.78,3.21,B+,female,57,rural,secondary education,higher education,other,other,other,mother,> 1hour,2-5 hours,yes,yes,4,12
Stu268,ACCT101,2.78,2.32,1.88,C-,female,50,rural,secondary education,primary education,other,other,home,father,30mins - 1 hour,2-5 hours,yes,yes,7,37
Stu269,ACCT101,11.22,0.59,4.35,A+,female,32,rural,primary education,primary education,at home,civil,home,father,1-15 mins,< 2hours,no,yes,3,27
Stu270,ENG101,11.9,4.76,4.65,A+,female,33,rural,none,secondary education,teacher,at home,reputation,father,15-30 mins,>10 hours,yes,no,3,37
Stu271,ACCT101,4.3,2.54,4.14,A-,female,34,rural,junior high,secondary education,other,other,other,mother,1-15 mins,2-5 hours,no,no,10,18
Stu272,ACCT101,9.15,1.59,1.98,A-,female,17,rural,secondary education,none,other,at home,reputation,other,30mins - 1 hour,>10 hours,no,yes,6,36
Stu273,FRN101,11.58,2.1,1.39,A,female,52,rural,junior high,none,civil,civil,course,mother,15-30 mins,< 2hours,no,no,8,26
Stu274,ACCT101,2.09,1.86,0.22,F,female,47,urban,primary education,primary education,health,teacher,other,other,1-15 mins,2-5 hours,no,no,5,17
Stu275,ACCT101,15.69,3.11,3.58,A+,female,28,rural,none,junior high,teacher,civil,reputation,father,1-15 mins,>10 hours,no,no,6,11
Stu276,ACCT101,2.78,3.13,0.46,F,female,26,urban,secondary education,none,civil,teacher,reputation,father,> 1hour,< 2hours,yes,no,5,35
Stu277,CS103,3.18,0.01,1.61,D,female,56,urban,none,primary education,health,civil,course,other,15-30 mins,< 2hours,yes,no,9,35
Stu278,CS102,7.73,1.83,1.94,B+,female,47,urban,higher education,secondary education,health,other,home,mother,> 1hour,>10 hours,yes,no,9,12
Stu279,ENG101,1.61,1.53,0.1,F,female,34,urban,higher education,junior high,civil,civil,reputation,father,15-30 mins,5-10 hours,yes,no,2,38
Stu280,FRN101,7.26,3.69,3.18,A,male,59,urban,higher education,secondary education,health,at home,home,father,1-15 mins,5-10 hours,no,no,9,9
Stu281,UFS101,11.3,3.66,3.93,A+,male,44,rural,none,junior high,teacher,health,course,mother,30mins - 1 hour,5-10 hours,yes,no,6,17
Stu282,UFS101,6.97,1.54,3.09,A-,male,30,rural,junior high,primary education,other,teacher,course,father,30mins - 1 hour,5-10 hours,yes,yes,9,51
Stu283,CS103,14.63,0.02,3.37,A+,female,19,rural,none,none,health,civil,course,mother,15-30 mins,2-5 hours,no,no,6,20
Stu284,IT102,13.6,2.54,1.94,A+,female,32,rural,none,higher education,health,at home,course,father,> 1hour,5-10 hours,no,no,10,34
Stu285,ENG101,3.6,1.79,4.41,B+,male,42,rural,none,primary education,other,other,reputation,other,1-15 mins,2-5 hours,yes,no,3,29
Stu286,ACCT101,11.17,4.86,0.76,A-,female,27,urban,junior high,junior high,civil,at home,other,mother,> 1hour,2-5 hours,no,yes,4,50
Stu287,CS103,3.31,3.22,0.99,E,female,30,rural,higher education,junior high,teacher,teacher,other,father,30mins - 1 hour,5-10 hours,no,no,4,22
Stu288,UFS101,13.33,0.81,2.67,A+,male,53,rural,none,junior high,at home,other,other,other,15-30 mins,>10 hours,no,no,1,26
Stu289,FRN101,9.28,0.53,0.31,B-,male,30,urban,higher education,primary education,other,civil,other,father,> 1hour,2-5 hours,yes,yes,5,48
Stu290,CS103,7.71,0.44,2.73,A-,female,25,rural,primary education,junior high,civil,health,other,father,15-30 mins,< 2hours,yes,yes,4,36
Stu291,CS102,1.48,0.69,1.66,E,male,24,rural,secondary education,junior high,teacher,civil,other,other,30mins - 1 hour,>10 hours,yes,no,10,35
Stu292,IT102,13.92,1.15,3.48,A+,male,52,rural,none,primary education,civil,at home,reputation,father,1-15 mins,>10 hours,no,yes,2,12
Stu293,IT102,4.77,2.0,1.63,C,male,53,rural,higher education,primary education,civil,health,other,other,15-30 mins,>10 hours,no,no,8,41
Stu294,CS102,14.94,2.97,3.01,A+,female,59,urban,higher education,higher education,health,at home,home,other,30mins - 1 hour,>10 hours,yes,yes,2,36
Stu295,ACCT101,3.33,4.65,3.77,B,male,25,rural,secondary education,none,teacher,health,course,mother,30mins - 1 hour,2-5 hours,no,yes,2,11
Stu296,CS103,4.92,2.22,3.63,B+,female,25,rural,higher education,none,other,other,reputation,other,1-15 mins,>10 hours,yes,no,1,30
Stu297,FRN101,5.88,1.86,4.14,A,male,44,urban,junior high,primary education,other,civil,reputation,other,30mins - 1 hour,2-5 hours,yes,no,8,9
Stu298,IT102,10.01,1.36,3.88,A+,female,60,rural,higher education,secondary education,civil,other,other,mother,15-30 mins,2-5 hours,no,yes,7,46
Stu299,ACCT101,8.05,1.93,3.12,A,female,60,urban,secondary education,secondary education,teacher,health,other,father,> 1hour,2-5 hours,no,no,7,17
Stu300,ENG101,10.41,2.01,0.54,B,female,39,urban,secondary education,primary education,other,other,reputation,mother,> 1hour,< 2hours,no,no,9,15
Stu301,CS102,7.71,4.86,4.61,A+,male,52,urban,secondary education,higher education,other,civil,other,other,15-30 mins,< 2hours,no,no,8,18
Stu302,ACCT101,17.35,2.71,1.36,A+,male,38,rural,junior high,higher education,civil,civil,reputation,other,30mins - 1 hour,2-5 hours,no,no,1,54
Stu303,CS103,6.18,0.64,2.0,B-,male,45,urban,primary education,higher education,civil,civil,home,mother,> 1hour,2-5 hours,yes,no,7,42
Stu304,ACCT101,3.82,4.84,4.7,A-,male,49,urban,secondary education,higher education,civil,teacher,course,mother,> 1hour,< 2hours,no,yes,9,17
Stu305,FRN101,3.12,1.18,0.55,F,female,57,rural,none,higher education,health,teacher,course,mother,1-15 mins,5-10 hours,yes,yes,1,39
Stu306,CS103,16.24,3.69,1.8,A+,female,20,rural,none,primary education,teacher,civil,reputation,father,15-30 mins,< 2hours,yes,no,1,35
Stu307,ACCT101,14.13,3.93,2.37,A+,male,54,urban,primary education,primary education,other,civil,reputation,mother,> 1hour,>10 hours,no,no,4,18
Stu308,ENG101,7.55,4.66,3.51,A+,male,42,rural,higher education,primary education,teacher,teacher,course,other,30mins - 1 hour,< 2hours,yes,no,5,25
Stu309,ACCT101,2.94,2.26,4.14,B,male,36,rural,secondary education,secondary education,health,civil,course,mother,> 1hour,< 2hours,yes,yes,1,24
Stu310,IT102,4.52,1.93,4.19,A-,female,46,urban,none,secondary education,civil,health,reputation,father,1-15 mins,5-10 hours,no,yes,3,47
Stu311,CS102,0.59,4.54,3.9,C,male,35,urban,primary education,none,other,other,home,other,1-15 mins,>10 hours,no,yes,6,34
Stu312,ENG101,16.21,2.79,4.15,A+,female,24,urban,primary education,none,civil,civil,course,other,> 1hour,>10 hours,no,yes,5,54
Stu313,FRN101,11.28,4.07,3.39,A+,male,48,rural,none,secondary education,other,other,reputation,other,15-30 mins,5-10 hours,no,yes,5,51
Stu314,UFS101,7.24,0.62,1.12,C+,female,17,urban,secondary education,primary education,at home,other,other,other,1-15 mins,>10 hours,no,no,5,33
Stu315,IT102,5.65,2.0,4.61,A+,male,18,urban,junior high,junior high,other,health,home,mother,30mins - 1 hour,2-5 hours,no,no,5,31
Stu316,ENG101,2.86,4.64,4.17,B,female,51,urban,none,primary education,other,teacher,reputation,other,30mins - 1 hour,2-5 hours,yes,yes,3,31
Stu317,IT102,0.61,0.37,1.79,F,male,55,rural,higher education,junior high,health,at home,other,mother,1-15 mins,>10 hours,yes,no,10,42
Stu318,CS103,16.53,1.88,4.43,A+,female,45,urban,secondary education,none,other,other,reputation,mother,> 1hour,< 2hours,no,no,5,45
Stu319,CS103,2.51,4.81,4.4,B,female,28,rural,none,higher education,civil,at home,home,mother,> 1hour,2-5 hours,no,yes,2,9
Stu320,UFS101,4.04,4.45,4.21,B+,female,40,rural,primary education,secondary education,at home,other,home,father,1-15 mins,5-10 hours,yes,yes,9,20
Stu321,CS103,6.76,3.43,4.22,A+,female,47,urban,none,junior high,health,at home,reputation,mother,1-15 mins,>10 hours,yes,no,3,27
Stu322,ENG101,10.36,0.65,4.13,A+,male,51,urban,primary education,primary education,health,other,home,other,30mins - 1 hour,< 2hours,yes,yes,7,30
Stu323,FRN101,11.8,2.13,1.18,A,male,59,rural,none,junior high,teacher,civil,home,other,1-15 mins,>10 hours,no,yes,9,38
Stu324,CS103,11.7,2.07,0.19,B+,female,34,urban,higher education,higher education,health,at home,reputation,mother,15-30 mins,< 2hours,no,no,6,20
Stu325,ACCT101,0.74,1.07,0.73,F,male,49,rural,primary education,junior high,at home,health,other,father,15-30 mins,5-10 hours,no,no,2,39
Stu326,FRN101,11.74,0.2,2.73,A+,female,19,urban,none,secondary education,civil,civil,other,mother,1-15 mins,>10 hours,yes,no,3,8
Stu327,UFS101,1.89,4.71,4.96,B+,female,38,rural,secondary education,primary education,other,teacher,home,father,30mins - 1 hour,>10 hours,yes,yes,7,53
Stu328,CS103,16.39,3.46,2.26,A+,male,60,urban,none,higher education,health,other,course,other,1-15 mins,2-5 hours,yes,no,10,18
Stu329,ENG101,9.19,3.2,1.08,B,female,53,urban,none,junior high,other,teacher,course,father,15-30 mins,5-10 hours,no,no,8,42
Stu330,ACCT101,14.34,1.99,1.77,A+,female,18,rural,higher education,higher education,other,at home,other,other,30mins - 1 hour,2-5 hours,no,yes,6,50
Stu331,IT102,0.82,4.71,1.75,F,female,34,urban,primary education,secondary education,at home,at home,course,father,1-15 mins,< 2hours,yes,no,1,24
Stu332,CS102,1.85,4.89,0.84,F,female,26,urban,junior high,secondary education,other,health,reputation,other,> 1hour,< 2hours,yes,no,3,49
Stu333,FRN101,1.48,2.54,3.14,C,male,47,urban,secondary education,secondary education,civil,teacher,course,mother,30mins - 1 hour,>10 hours,no,no,8,19
Stu334,UFS101,10.16,2.12,3.23,A+,female,59,urban,primary education,primary education,at home,teacher,home,mother,1-15 mins,< 2hours,yes,yes,3,33
Stu335,IT102,12.77,0.29,2.37,A+,female,46,rural,junior high,secondary education,other,at home,reputation,other,30mins - 1 hour,5-10 hours,no,no,5,22
Stu336,IT102,5.42,2.73,2.96,B,female,37,urban,secondary education,higher education,at home,other,reputation,other,1-15 mins,< 2hours,yes,no,10,36
Stu337,IT102,10.31,3.87,2.27,A+,male,50,rural,junior high,secondary education,health,other,other,father,> 1hour,< 2hours,yes,no,5,37
Stu338,CS103,6.53,0.64,3.2,A-,male,43,rural,junior high,none,teacher,health,reputation,mother,1-15 mins,< 2hours,yes,no,7,42
Stu339,IT102,15.4,0.55,2.57,A+,male,19,rural,higher education,junior high,civil,health,home,other,> 1hour,2-5 hours,yes,no,9,14
Stu340,FRN101,3.01,1.5,4.18,B,male,27,urban,primary education,primary education,other,at home,course,mother,30mins - 1 hour,>10 hours,no,yes,8,10
Stu341,UFS101,12.96,4.46,3.29,A+,male,47,urban,primary education,secondary education,teacher,civil,other,mother,1-15 mins,>10 hours,yes,no,4,50
Stu342,IT102,1.83,3.58,4.71,B,male,27,rural,junior high,secondary education,civil,at home,course,other,> 1hour,5-10 hours,yes,yes,6,16
Stu343,CS102,10.84,1.43,2.98,A+,male,23,rural,junior high,secondary education,health,health,course,father,30mins - 1 hour,>10 hours,yes,no,6,45
Stu344,CS103,9.9,1.89,1.26,B+,female,34,urban,junior high,secondary education,teacher,at home,reputation,other,> 1hour,2-5 hours,no,no,4,34
Stu345,ACCT101,7.27,2.84,0.3,C,male,46,urban,secondary education,none,teacher,teacher,home,other,> 1hour,< 2hours,yes,no,6,33
Stu346,ENG101,7.58,2.04,0.15,C,male,53,urban,junior high,higher education,teacher,other,course,other,15-30 mins,>10 hours,yes,yes,2,24
Stu347,ENG101,5.1,3.7,0.96,C-,female,17,rural,higher education,higher education,civil,at home,reputation,other,1-15 mins,>10 hours,no,yes,5,21
Stu348,ACCT101,8.81,3.81,0.66,B-,female,45,rural,secondary education,none,civil,health,other,other,> 1hour,5-10 hours,no,yes,10,23
Stu349,IT102,9.77,1.11,2.37,A+,male,29,rural,primary education,junior high,at home,health,course,other,30mins - 1 hour,>10 hours,yes,yes,6,26
Stu350,ACCT101,2.38,3.08,2.04,D,female,37,rural,junior high,higher education,at home,teacher,course,father,15-30 mins,< 2hours,no,no,1,30
Stu351,ACCT101,6.29,4.61,4.17,A+,male,34,rural,primary education,higher education,at home,other,reputation,mother,30mins - 1 hour,5-10 hours,no,no,6,15
Stu352,FRN101,0.61,3.64,3.02,C-,male,53,urban,primary education,secondary education,teacher,teacher,other,other,30mins - 1 hour,>10 hours,yes,yes,9,20
Stu353,CS103,7.9,2.9,4.88,A+,male,28,urban,primary education,secondary education,health,other,course,mother,15-30 mins,2-5 hours,no,yes,3,8
Stu354,UFS101,10.07,2.15,4.54,A+,male,31,urban,primary education,higher education,teacher,health,other,mother,> 1hour,< 2hours,no,no,5,40
Stu355,ENG101,10.11,3.98,4.14,A+,female,33,urban,secondary education,secondary education,teacher,teacher,home,mother,1-15 mins,2-5 hours,no,no,8,31
Stu356,ENG101,14.44,1.0,3.64,A+,female,37,rural,junior high,secondary education,at home,other,home,father,30mins - 1 hour,5-10 hours,no,no,6,16
Stu357,UFS101,4.61,0.74,4.71,A,female,21,rural,junior high,secondary education,civil,teacher,course,father,15-30 mins,2-5 hours,yes,yes,7,45
Stu358,FRN101,16.75,0.63,2.14,A+,male,33,rural,higher education,secondary education,health,civil,course,mother,15-30 mins,5-10 hours,no,no,9,47
Stu359,IT102,5.52,1.81,1.61,C+,female,38,rural,higher education,junior high,teacher,civil,course,other,> 1hour,5-10 hours,yes,yes,5,35
Stu360,CS103,11.67,2.72,3.18,A+,female,39,rural,higher education,higher education,at home,health,course,mother,15-30 mins,5-10 hours,yes,yes,1,35
Stu361,IT102,10.9,3.9,2.87,A+,female,45,urban,higher education,junior high,health,other,reputation,mother,1-15 mins,5-10 hours,yes,yes,1,18
Stu362,IT102,15.22,1.38,4.07,A+,male,45,urban,higher education,none,health,civil,course,mother,> 1hour,>10 hours,yes,yes,9,8
Stu363,CS103,16.58,0.45,4.79,A+,female,26,urban,secondary education,secondary education,at home,at home,course,other,30mins - 1 hour,< 2hours,no,no,6,11
Stu364,CS102,13.17,2.88,2.05,A+,female,26,urban,higher education,secondary education,at home,other,other,father,1-15 mins,>10 hours,no,no,4,38
Stu365,CS102,9.1,4.27,0.65,B-,female,23,urban,secondary education,none,teacher,at home,reputation,mother,30mins - 1 hour,2-5 hours,yes,yes,4,48
Stu366,UFS101,3.17,2.34,1.74,C-,male,40,urban,none,junior high,civil,health,other,father,> 1hour,5-10 hours,no,no,8,12
Stu367,FRN101,16.81,1.97,4.35,A+,female,54,rural,higher education,primary education,civil,civil,other,mother,> 1hour,2-5 hours,no,no,5,37
Stu368,CS102,10.16,2.9,3.58,A+,female,26,urban,higher education,junior high,civil,civil,other,mother,15-30 mins,>10 hours,no,yes,2,47
Stu369,CS102,5.4,4.93,4.4,A,female,23,rural,higher education,higher education,civil,civil,reputation,father,1-15 mins,< 2hours,no,no,1,10
Stu370,ENG101,10.98,4.14,2.92,A+,female,18,urban,secondary education,higher education,teacher,other,course,father,1-15 mins,5-10 hours,yes,no,6,17
Stu371,IT102,9.09,2.15,2.47,A,female,32,urban,secondary education,higher education,teacher,teacher,other,other,15-30 mins,5-10 hours,yes,yes,7,30
Stu372,ENG101,16.75,4.87,1.77,A+,female,38,urban,none,junior high,at home,civil,home,father,30mins - 1 hour,>10 hours,no,yes,2,41
Stu373,FRN101,15.86,0.14,1.19,A+,male,21,rural,none,junior high,civil,other,reputation,father,30mins - 1 hour,2-5 hours,no,no,5,36
Stu374,FRN101,8.71,2.88,0.54,B-,female,25,rural,secondary education,none,civil,at home,course,father,30mins - 1 hour,< 2hours,no,no,4,33
Stu375,ENG101,10.06,2.12,4.94,A+,female,18,urban,none,none,other,teacher,reputation,father,> 1hour,2-5 hours,yes,yes,4,44
Stu376,ENG101,10.12,1.76,4.24,A+,female,42,rural,higher education,none,health,teacher,home,other,> 1hour,2-5 hours,yes,yes,5,30
Stu377,IT102,5.36,2.62,3.81,A-,female,52,rural,secondary education,junior high,other,other,course,father,1-15 mins,< 2hours,no,no,3,44
Stu378,UFS101,4.42,1.85,1.83,C,male,53,urban,primary education,secondary education,teacher,civil,home,other,30mins - 1 hour,5-10 hours,no,no,3,34
Stu379,CS102,0.56,1.32,4.86,B-,female,43,rural,higher education,none,health,teacher,course,father,15-30 mins,>10 hours,yes,yes,9,28
Stu380,CS102,17.37,4.52,2.42,A+,male,22,urban,none,primary education,at home,health,home,other,1-15 mins,< 2hours,no,no,6,41
Stu381,CS103,7.56,3.29,0.89,C+,male,39,rural,primary education,primary education,health,civil,home,other,> 1hour,< 2hours,no,yes,9,54
